invoice_id,po_id,invoice_date,amount,payment_status
INV000555,PO000166,2024-01-25,43675.78,overdue
INV000556,PO000180,2023-07-26,110595.2,overdue
INV000557,PO000331,2024-11-30,34713.27,overdue
INV000558,PO000212,2023-12-08,54526.96,pending
INV000559,PO000455,2026-01-04,94057.57,overdue
INV000560,PO000513,2025-02-20,13294.33,paid
INV000561,PO000340,2024-12-25,29044.91,paid
INV000562,PO000072,2025-01-05,88386.09,paid
INV000563,PO000417,2025-12-24,117473.97,overdue
INV000564,PO000073,2023-04-03,113002.31,overdue
INV000565,PO000551,2023-09-30,84520.63,paid
INV000566,PO000547,2023-11-29,51857.79,paid
INV000567,PO000062,2024-05-08,95813.83,paid
INV000568,PO000041,2024-10-01,47252.79,overdue
INV000569,PO000451,2024-11-17,92958.49,pending
INV000570,PO000269,2024-04-25,88971.47,pending
INV000571,PO000174,2026-04-10,48838.8,paid
INV000572,PO000249,2023-12-23,24948.01,pending
INV000573,PO000076,2026-06-21,106125.21,paid
INV000574,PO000251,2025-04-14,40539.77,paid
INV000575,PO000339,2025-07-27,82608.37,paid
INV000576,PO000037,2025-05-25,17637.22,paid
INV000577,PO000227,2024-11-29,66584.95,paid
INV000578,PO000315,2023-06-25,67067.98,paid
INV000579,PO000451,2024-12-03,34936.82,paid
INV000580,PO000132,2025-05-09,71757.54,overdue
INV000581,PO000264,2025-10-30,27048.74,overdue
INV000582,PO000598,2025-07-04,17677.2,pending
INV000583,PO000373,2023-08-18,88014.86,overdue
INV000584,PO000416,2025-06-18,73054.59,pending
INV000585,PO000353,2024-03-03,18562.29,overdue
INV000586,PO000322,2024-01-31,44299.91,overdue
INV000587,PO000497,2023-09-30,20122.44,paid
INV000588,PO000180,2023-07-26,105882.34,pending
INV000589,PO000067,2025-09-08,26684.41,pending
INV000590,PO000154,2026-06-18,71897.94,paid
INV000591,PO000123,2026-08-12,23399.79,paid
INV000592,PO000584,2023-09-03,106962.38,paid
INV000593,PO000537,2023-08-03,87534.31,paid
INV000594,PO000034,2025-10-28,73990.16,overdue
INV000595,PO000520,2025-08-25,32179.59,overdue
INV000596,PO000551,2023-09-28,114517.5,pending
INV000597,PO000581,2024-09-06,29411.1,paid
INV000598,PO000188,2023-10-31,110500.08,overdue
INV000599,PO000234,2025-06-19,84707.4,pending
INV000600,PO000273,2024-12-27,32886.74,paid
INV000601,PO000066,2024-04-29,61757.3,pending
INV000602,PO000234,2025-05-21,69192.8,paid
INV000603,PO000476,2023-10-08,63450.78,paid
INV000604,PO000327,2023-04-12,8805.83,paid
INV000605,PO000453,2023-08-23,56277.02,pending
INV000606,PO000221,2026-01-06,57595.77,paid
INV000607,PO000596,2023-10-14,101642.19,pending
INV000608,PO000454,2024-12-21,23147.29,paid
INV000609,PO000468,2026-05-29,29855.89,paid
INV000610,PO000278,2024-04-12,74546.9,paid
INV000611,PO000495,2023-11-20,33626.42,paid
INV000612,PO000271,2023-05-15,29534.79,paid
INV000613,PO000575,2024-01-09,36577.11,paid
INV000614,PO000187,2026-06-04,967.74,overdue
INV000615,PO000522,2024-09-10,58603.82,pending
INV000616,PO000443,2024-07-04,36086.71,overdue
INV000617,PO000454,2024-12-01,75342.61,paid
INV000618,PO000188,2023-09-29,91941.67,paid
INV000619,PO000219,2024-04-12,59309.65,paid
INV000620,PO000544,2026-07-05,12323.64,paid
INV000621,PO000216,2026-01-18,79348.32,paid
INV000622,PO000197,2026-07-11,92768.55,overdue
INV000623,PO000161,2023-07-25,112900.08,overdue
INV000624,PO000427,2025-01-16,27143.64,paid
INV000625,PO000311,2025-02-03,17279.41,paid
INV000626,PO000363,2023-05-09,53175.59,paid
INV000627,PO000403,2023-08-31,868.22,overdue
INV000628,PO000057,2025-09-19,41855.49,paid
INV000629,PO000468,2026-06-15,2494.7,paid
INV000630,PO000214,2025-10-03,84624.04,paid
INV000631,PO000383,2025-12-23,38113.43,paid
INV000632,PO000334,2023-02-12,66164.73,pending
INV000633,PO000221,2026-01-07,59446.74,overdue
INV000634,PO000110,2026-04-16,28841.63,paid
INV000635,PO000492,2025-08-05,55550.89,overdue
INV000636,PO000048,2024-03-02,46149.42,overdue
INV000637,PO000499,2023-04-15,33200.8,paid
INV000638,PO000385,2024-01-08,12149.62,paid
INV000639,PO000283,2025-10-19,43721.07,overdue
INV000640,PO000114,2023-10-02,16018.74,paid
INV000641,PO000333,2026-07-01,97303.8,overdue
INV000642,PO000307,2023-04-27,23759.33,pending
INV000643,PO000252,2025-10-23,67667.97,paid
INV000644,PO000267,2024-01-16,62755.04,paid
INV000645,PO000023,2025-12-22,91153.46,pending
INV000646,PO000322,2024-01-21,106821.19,paid
INV000647,PO000220,2024-06-17,38045.27,pending
INV000648,PO000371,2025-02-02,23640.45,overdue
INV000649,PO000266,2026-06-14,71306.07,overdue
INV000650,PO000144,2024-05-25,75855.9,paid
INV000651,PO000499,2023-04-03,98171.25,pending
INV000652,PO000525,2024-05-04,2108.51,paid
INV000653,PO000033,2024-09-08,103048.93,paid
INV000654,PO000552,2025-03-08,33495.75,paid
INV000655,PO000069,2024-03-05,66793.14,overdue
INV000656,PO000116,2024-10-18,18838.78,paid
INV000657,PO000090,2026-04-28,108870.13,paid
INV000658,PO000196,2026-05-18,90566.18,paid
INV000659,PO000284,2025-03-24,53361.8,overdue
INV000660,PO000156,2023-07-28,39124.59,pending
INV000661,PO000590,2023-01-31,53686.75,paid
INV000662,PO000443,2024-05-23,47492.7,paid
INV000663,PO000400,2023-08-16,1205.77,paid
INV000664,PO000155,2026-03-01,100986.69,paid
INV000665,PO000335,2023-03-29,54123.34,paid
INV000666,PO000589,2024-07-18,105424.09,paid
INV000667,PO000591,2025-02-15,22446.22,pending
INV000668,PO000316,2024-06-13,12085.61,paid
INV000669,PO000041,2024-09-16,63820.98,overdue
INV000670,PO000336,2025-02-14,109573.24,paid
INV000671,PO000207,2024-10-06,19435.43,overdue
INV000672,PO000239,2023-11-25,91182.28,pending
INV000673,PO000451,2024-10-28,98463.72,paid
INV000674,PO000455,2026-01-02,45013.07,paid
INV000675,PO000409,2023-11-02,24423.48,paid
INV000676,PO000128,2025-09-07,114376.92,paid
INV000677,PO000593,2025-04-15,14536.7,paid
INV000678,PO000124,2023-05-06,87447.63,paid
INV000679,PO000325,2025-05-14,22697.58,overdue
INV000680,PO000520,2025-09-13,56505.92,paid
INV000681,PO000468,2026-05-30,1054.71,paid
INV000682,PO000410,2024-06-01,41981.43,overdue
INV000683,PO000067,2025-09-14,111631.8,paid
INV000684,PO000235,2023-11-26,10148.38,paid
INV000685,PO000400,2023-09-14,2067.13,overdue
INV000686,PO000332,2024-10-10,16778.68,pending
INV000687,PO000579,2024-11-19,15272.31,pending
INV000688,PO000482,2025-07-05,7407.18,paid
INV000689,PO000301,2026-05-27,72947.98,paid
INV000690,PO000430,2025-05-03,20772.3,paid
INV000691,PO000156,2023-07-29,21594.21,overdue
INV000692,PO000113,2025-08-01,3731.66,pending
INV000693,PO000414,2023-07-23,44161.09,paid
INV000694,PO000329,2023-03-29,92469.08,paid
INV000695,PO000482,2025-07-05,86777.21,pending
INV000696,PO000418,2025-04-13,63750.15,paid
INV000697,PO000538,2023-11-15,18832.73,pending
INV000698,PO000229,2024-06-24,49662.2,pending
INV000699,PO000488,2026-06-19,116040.84,overdue
INV000700,PO000550,2025-10-25,16032.96,paid
