po_id,supplier_id,po_date,status,total_amount,currency
PO000476,SUP00034,2023-10-01,closed,73474.97,USD
PO000477,SUP00008,2023-01-22,closed,26508.73,GBP
PO000478,SUP00023,2024-06-08,cancelled,64602.3,GBP
PO000479,SUP00075,2023-08-06,closed,82651.82,EUR
PO000480,SUP00033,2026-05-22,closed,98067.43,USD
PO000481,SUP00035,2024-02-22,closed,96976.02,USD
PO000482,SUP00020,2025-07-02,approved,87222.76,USD
PO000483,SUP00062,2023-07-11,closed,55261.97,USD
PO000484,SUP00023,2024-01-22,closed,113216.77,USD
PO000485,SUP00037,2023-02-13,approved,106259.05,USD
PO000486,SUP00078,2024-01-20,draft,8877.83,USD
PO000487,SUP00052,2023-07-25,closed,16690.63,USD
PO000488,SUP00002,2026-05-20,draft,46232.87,USD
PO000489,SUP00002,2023-03-31,approved,92471.59,USD
PO000490,SUP00077,2023-01-28,closed,1375.19,USD
PO000491,SUP00070,2024-11-24,closed,10424.58,USD
PO000492,SUP00073,2025-06-28,closed,37059.35,USD
PO000493,SUP00032,2023-04-25,closed,32277.93,USD
PO000494,SUP00003,2023-04-02,approved,35784.43,USD
PO000495,SUP00054,2023-10-18,draft,27111.45,USD
PO000496,SUP00050,2023-10-29,closed,34599.83,EUR
PO000497,SUP00050,2023-08-19,closed,118894.47,USD
PO000498,SUP00037,2025-01-01,draft,40213.54,USD
PO000499,SUP00011,2023-03-30,closed,21573.62,USD
PO000500,SUP00077,2024-01-07,closed,18238.85,USD
PO000501,SUP00039,2024-08-10,approved,12694.73,EUR
PO000502,SUP00048,2024-06-27,closed,85428.98,USD
PO000503,SUP00001,2023-11-01,closed,17804.04,USD
PO000504,SUP00058,2025-09-06,closed,13801.39,USD
PO000505,SUP00036,2023-10-24,draft,119373.91,USD
PO000506,SUP00050,2024-12-23,approved,51003.89,USD
PO000507,SUP00053,2026-05-17,closed,40182.45,USD
PO000508,SUP00032,2025-02-23,closed,59778.0,USD
PO000509,SUP00069,2026-01-03,closed,46309.11,USD
PO000510,SUP00054,2025-12-15,closed,83296.5,USD
PO000511,SUP00012,2024-04-26,closed,24592.74,EUR
PO000512,SUP00047,2026-02-17,closed,16247.72,USD
PO000513,SUP00045,2025-01-09,closed,104046.01,USD
PO000514,SUP00038,2025-07-31,approved,102434.14,GBP
PO000515,SUP00054,2024-05-11,approved,27144.32,USD
PO000516,SUP00016,2023-10-21,closed,3405.04,GBP
PO000517,SUP00048,2023-04-21,closed,79613.99,USD
PO000518,SUP00077,2023-11-20,draft,43988.0,USD
PO000519,SUP00010,2023-01-26,closed,97691.92,USD
PO000520,SUP00024,2025-08-20,closed,89835.83,USD
PO000521,SUP00039,2025-08-20,closed,40646.1,USD
PO000522,SUP00002,2024-08-10,approved,7435.1,USD
PO000523,SUP00078,2023-12-22,closed,1551.39,USD
PO000524,SUP00059,2026-02-08,closed,31152.01,USD
PO000525,SUP00040,2024-04-10,closed,19026.88,GBP
PO000526,SUP00067,2025-02-12,cancelled,15234.72,USD
PO000527,SUP00080,2023-04-25,approved,22247.33,USD
PO000528,SUP00072,2026-05-24,closed,98032.92,USD
PO000529,SUP00041,2025-04-09,closed,19987.72,USD
PO000530,SUP00055,2024-02-03,approved,12751.91,USD
PO000531,SUP00043,2023-02-27,approved,19740.56,USD
PO000532,SUP00028,2026-05-07,draft,109185.02,USD
PO000533,SUP00026,2023-03-08,approved,10433.46,USD
PO000534,SUP00006,2026-02-28,cancelled,58185.89,USD
PO000535,SUP00012,2024-09-24,draft,42958.73,USD
PO000536,SUP00051,2025-10-21,approved,90283.11,USD
PO000537,SUP00017,2023-07-19,approved,107607.21,USD
PO000538,SUP00065,2023-11-04,draft,95579.3,USD
PO000539,SUP00005,2024-08-17,approved,81964.28,USD
PO000540,SUP00012,2024-04-19,closed,96945.26,USD
PO000541,SUP00021,2025-10-24,closed,87514.3,USD
PO000542,SUP00044,2025-07-05,closed,40847.73,USD
PO000543,SUP00056,2023-03-23,closed,92957.46,USD
PO000544,SUP00027,2026-06-04,closed,114972.37,USD
PO000545,SUP00064,2023-07-19,closed,17329.05,EUR
PO000546,SUP00071,2023-06-28,closed,54713.24,USD
PO000547,SUP00038,2023-11-27,draft,69287.27,USD
PO000548,SUP00010,2024-01-02,closed,55423.75,GBP
PO000549,SUP00033,2025-06-24,closed,17068.56,USD
PO000550,SUP00073,2025-09-26,draft,103115.64,USD
PO000551,SUP00080,2023-09-22,closed,61619.39,USD
PO000552,SUP00041,2025-02-04,draft,49730.01,USD
PO000553,SUP00006,2026-06-25,cancelled,7082.78,USD
PO000554,SUP00072,2023-01-17,approved,12859.44,USD
PO000555,SUP00073,2025-03-28,closed,26960.39,EUR
PO000556,SUP00012,2024-12-15,closed,77187.52,EUR
PO000557,SUP00060,2023-08-12,draft,87880.43,EUR
PO000558,SUP00051,2025-06-06,approved,39614.3,USD
PO000559,SUP00078,2025-09-22,approved,89018.85,USD
PO000560,SUP00059,2023-03-20,closed,113836.91,USD
PO000561,SUP00028,2024-10-17,closed,118540.34,USD
PO000562,SUP00008,2025-01-10,closed,117432.66,USD
PO000563,SUP00028,2023-02-16,cancelled,82119.65,USD
PO000564,SUP00023,2023-06-21,approved,33050.16,USD
PO000565,SUP00058,2025-05-09,closed,80439.92,USD
PO000566,SUP00007,2023-07-09,closed,51566.98,GBP
PO000567,SUP00039,2023-12-03,approved,113047.51,USD
PO000568,SUP00069,2023-11-26,cancelled,52554.88,EUR
PO000569,SUP00074,2025-03-07,closed,67418.79,EUR
PO000570,SUP00026,2023-06-09,closed,69524.1,USD
PO000571,SUP00041,2023-01-30,approved,55174.42,USD
PO000572,SUP00041,2023-08-21,closed,80954.95,USD
PO000573,SUP00001,2025-07-11,cancelled,102907.73,USD
PO000574,SUP00075,2023-07-19,draft,89548.48,USD
PO000575,SUP00070,2023-12-07,closed,26132.44,USD
PO000576,SUP00025,2026-03-27,cancelled,44588.21,USD
PO000577,SUP00039,2024-09-20,closed,104164.04,USD
PO000578,SUP00059,2025-04-27,closed,42427.29,USD
PO000579,SUP00067,2024-11-18,approved,21303.7,USD
PO000580,SUP00023,2026-02-06,closed,65245.85,USD
PO000581,SUP00056,2024-08-03,closed,112563.71,EUR
PO000582,SUP00013,2023-06-29,closed,12681.49,USD
PO000583,SUP00079,2025-04-22,approved,90055.76,USD
PO000584,SUP00070,2023-07-24,closed,60527.54,USD
PO000585,SUP00038,2025-05-11,approved,93281.41,USD
PO000586,SUP00015,2024-02-05,closed,114078.54,USD
PO000587,SUP00060,2025-04-25,cancelled,77471.92,USD
PO000588,SUP00051,2023-01-16,cancelled,93917.98,USD
PO000589,SUP00035,2024-06-25,approved,108345.1,EUR
PO000590,SUP00031,2023-01-09,cancelled,49893.16,USD
PO000591,SUP00020,2025-02-05,closed,62395.85,USD
PO000592,SUP00041,2024-11-17,approved,68769.45,USD
PO000593,SUP00072,2025-03-12,approved,77421.01,USD
PO000594,SUP00074,2025-05-28,approved,76443.75,GBP
PO000595,SUP00023,2025-04-05,cancelled,62193.93,USD
PO000596,SUP00013,2023-09-16,closed,75865.07,USD
PO000597,SUP00034,2026-02-06,approved,38857.95,USD
PO000598,SUP00004,2025-06-14,draft,92461.36,USD
PO000599,SUP00080,2026-01-18,cancelled,9683.01,USD
PO000600,SUP00017,2025-07-18,closed,93366.37,USD
