opportunity_id,account_id,stage_name,amount,close_date,created_date,last_modified_date
006000351,001000096,Proposal,562185.05,2025-08-27,2025-06-25,2025-07-12
006000352,001000164,Closed Won,60748.71,2026-04-13,2026-02-26,2026-03-25
006000353,001000170,Closed Lost,181394.94,2026-07-27,2026-02-01,2026-05-12
006000354,001000180,Closed Won,248057.42,2025-05-27,2024-12-24,2025-02-21
006000355,001000020,Closed Lost,106403.33,2025-10-29,2025-08-20,2025-09-08
006000356,001000028,Qualification,352211.06,2026-08-13,2026-05-29,2026-08-05
006000357,001000092,Closed Lost,159688.99,2027-02-07,2026-05-31,2026-08-06
006000358,001000031,Prospecting,606659.69,2025-11-06,2025-10-02,2025-10-15
006000359,001000084,Prospecting,534812.26,2026-12-29,2026-06-15,2026-09-24
006000360,001000132,Prospecting,227636.33,2026-07-15,2026-04-02,2026-04-05
006000361,001000104,Closed Won,419185.55,2026-01-21,2025-09-01,2025-09-25
006000362,001000119,Prospecting,596388.26,2025-01-01,2024-12-11,2024-12-12
006000363,001000200,Closed Lost,102382.85,2025-08-04,2025-01-11,2025-07-05
006000364,001000162,Closed Lost,67609.37,2026-10-31,2026-06-06,2026-06-25
006000365,001000006,Closed Lost,152324.0,2026-10-29,2026-03-01,2026-09-24
006000366,001000033,Prospecting,636220.2,2024-06-20,2024-04-04,2024-04-09
006000367,001000119,Prospecting,693478.14,2026-05-31,2025-10-26,2026-03-02
006000368,001000008,Proposal,322864.69,2025-12-19,2025-08-17,2025-12-11
006000369,001000048,Qualification,337278.52,2023-08-05,2023-07-04,2023-07-19
006000370,001000166,Qualification,311934.19,2027-03-02,2026-06-15,2026-07-16
006000371,001000023,Qualification,107240.83,2026-07-25,2026-03-05,2026-07-22
006000372,001000005,Closed Lost,587527.25,2025-08-06,2024-11-19,2025-07-25
006000373,001000089,Closed Lost,379282.98,2026-01-24,2025-08-24,2025-10-09
006000374,001000007,Proposal,168170.04,2025-06-25,2025-05-12,2025-06-11
006000375,001000136,Proposal,440071.75,2025-09-29,2025-06-25,2025-07-07
006000376,001000064,Closed Won,203562.62,2026-06-13,2026-05-01,2026-05-15
006000377,001000148,Closed Won,599056.06,2024-09-20,2024-06-09,2024-07-01
006000378,001000061,Negotiation,605626.62,2026-12-27,2026-06-12,2026-11-10
006000379,001000008,Closed Won,267003.2,2024-09-29,2024-06-10,2024-09-25
006000380,001000127,Negotiation,135789.79,2026-02-18,2025-12-19,2025-12-22
006000381,001000060,Negotiation,19846.35,2026-07-14,2026-06-29,2026-07-09
006000382,001000158,Qualification,102214.71,2026-08-06,2026-04-23,2026-08-03
006000383,001000083,Prospecting,115045.45,2025-06-25,2025-04-15,2025-06-21
006000384,001000094,Closed Lost,283325.13,2026-04-27,2026-02-20,2026-04-04
006000385,001000078,Proposal,732016.2,2027-01-27,2026-06-03,2026-12-22
006000386,001000164,Closed Lost,488639.3,2026-02-22,2025-08-09,2025-10-05
006000387,001000171,Negotiation,135636.96,2026-03-11,2025-09-27,2025-10-29
006000388,001000046,Closed Won,711847.14,2026-01-30,2025-06-29,2026-01-12
006000389,001000146,Prospecting,453779.56,2026-09-16,2026-05-11,2026-06-06
006000390,001000128,Prospecting,560280.78,2024-07-15,2024-01-05,2024-03-26
006000391,001000043,Negotiation,722494.32,2025-06-21,2024-10-21,2024-10-23
006000392,001000068,Qualification,521416.18,2024-12-20,2024-07-27,2024-08-23
006000393,001000185,Prospecting,292523.14,2025-03-23,2024-12-13,2025-02-03
006000394,001000127,Closed Won,266667.22,2026-05-21,2026-03-16,2026-05-16
006000395,001000148,Closed Won,516934.5,2024-01-14,2023-05-13,2023-05-31
006000396,001000009,Qualification,242444.1,2025-12-30,2025-11-08,2025-11-29
006000397,001000044,Closed Won,124873.85,2024-03-10,2024-01-08,2024-01-29
006000398,001000153,Closed Lost,670453.5,2025-11-09,2025-10-10,2025-10-23
006000399,001000168,Qualification,667866.19,2024-05-11,2024-03-30,2024-04-05
006000400,001000085,Qualification,146538.27,2026-11-21,2026-06-24,2026-09-04
006000401,001000077,Qualification,41978.41,2026-09-10,2026-06-09,2026-06-15
006000402,001000093,Prospecting,70283.13,2026-11-09,2026-02-22,2026-06-04
006000403,001000025,Prospecting,132269.98,2026-07-13,2026-05-18,2026-06-17
006000404,001000030,Proposal,301113.17,2026-10-25,2026-05-28,2026-06-20
006000405,001000165,Negotiation,142736.51,2027-01-08,2026-06-18,2026-08-04
006000406,001000115,Prospecting,332606.62,2025-06-13,2025-02-03,2025-04-12
006000407,001000145,Prospecting,565415.18,2023-12-18,2023-10-21,2023-12-02
006000408,001000089,Closed Won,313420.06,2026-07-27,2026-03-18,2026-04-02
006000409,001000100,Closed Won,316880.9,2026-07-24,2026-03-11,2026-07-10
006000410,001000077,Prospecting,677569.01,2024-02-16,2023-11-18,2023-12-03
006000411,001000194,Proposal,712050.8,2026-07-31,2026-03-30,2026-07-11
006000412,001000050,Prospecting,320414.3,2026-09-08,2026-05-13,2026-08-26
006000413,001000161,Prospecting,448310.5,2025-03-09,2025-01-19,2025-01-24
006000414,001000100,Negotiation,416280.37,2025-10-04,2025-01-28,2025-09-19
006000415,001000004,Closed Won,469178.16,2027-02-12,2026-06-28,2026-07-26
006000416,001000107,Prospecting,427112.48,2026-08-23,2026-06-18,2026-07-01
006000417,001000145,Closed Won,590380.49,2026-10-14,2026-04-06,2026-07-20
006000418,001000068,Proposal,366760.67,2026-09-22,2026-01-08,2026-01-27
006000419,001000045,Qualification,112170.24,2026-01-03,2025-11-30,2025-12-25
006000420,001000085,Closed Won,41721.78,2026-06-15,2026-01-14,2026-04-19
006000421,001000006,Proposal,596270.78,2024-09-19,2024-04-14,2024-08-17
006000422,001000179,Closed Won,729510.0,2025-11-04,2025-08-13,2025-09-20
006000423,001000191,Proposal,620238.38,2025-06-04,2024-10-19,2025-03-22
006000424,001000166,Prospecting,334078.87,2027-01-28,2026-05-10,2026-11-17
006000425,001000015,Negotiation,123434.47,2026-03-22,2025-08-13,2025-09-16
006000426,001000200,Closed Won,660102.78,2023-03-25,2022-12-12,2023-01-05
006000427,001000052,Closed Won,190870.24,2025-12-16,2025-11-06,2025-11-29
006000428,001000181,Qualification,279422.19,2026-01-01,2025-05-28,2025-11-06
006000429,001000032,Closed Won,185243.88,2025-12-06,2025-04-07,2025-05-22
006000430,001000122,Negotiation,265571.13,2023-05-17,2022-12-21,2023-01-13
006000431,001000073,Prospecting,41990.03,2026-06-26,2026-02-22,2026-06-11
006000432,001000057,Negotiation,509882.96,2026-02-03,2025-06-24,2025-11-02
006000433,001000006,Closed Won,725518.08,2026-06-03,2026-05-15,2026-05-30
006000434,001000034,Negotiation,452850.75,2022-10-19,2022-06-12,2022-08-15
006000435,001000156,Closed Won,232567.48,2026-05-29,2025-12-25,2026-04-12
006000436,001000097,Closed Won,346953.52,2025-08-29,2024-12-19,2025-03-06
006000437,001000174,Negotiation,469586.54,2025-12-22,2025-12-04,2025-12-20
006000438,001000170,Closed Lost,630336.92,2026-07-29,2026-02-12,2026-03-11
006000439,001000124,Prospecting,741328.92,2026-12-07,2026-06-09,2026-08-18
006000440,001000067,Closed Won,714379.91,2026-02-23,2025-09-09,2025-10-27
006000441,001000039,Negotiation,184025.05,2025-10-09,2025-03-02,2025-08-18
006000442,001000082,Closed Won,542355.98,2026-06-10,2025-12-26,2026-03-02
006000443,001000108,Proposal,553865.41,2025-09-09,2025-05-20,2025-07-02
006000444,001000186,Closed Won,516306.99,2026-11-12,2026-04-28,2026-09-04
006000445,001000077,Closed Won,631275.83,2025-02-24,2024-09-12,2024-10-06
006000446,001000121,Prospecting,197695.63,2026-10-16,2026-06-30,2026-09-25
006000447,001000086,Closed Won,170578.87,2026-04-25,2025-11-04,2026-02-19
006000448,001000085,Proposal,441250.17,2026-03-06,2025-12-21,2026-02-19
006000449,001000014,Closed Won,439763.09,2025-10-19,2025-08-29,2025-09-28
006000450,001000050,Negotiation,651285.83,2026-09-30,2026-04-16,2026-07-30
006000451,001000014,Closed Won,117329.95,2023-10-28,2023-04-21,2023-08-03
006000452,001000146,Closed Won,740053.7,2024-03-19,2023-09-25,2023-11-10
006000453,001000200,Prospecting,252808.94,2024-04-03,2023-10-11,2024-03-21
006000454,001000015,Prospecting,208778.26,2026-07-10,2026-03-31,2026-06-12
006000455,001000196,Qualification,589982.12,2026-08-12,2026-06-13,2026-06-21
006000456,001000158,Proposal,324910.24,2025-05-27,2024-09-10,2025-03-25
006000457,001000002,Prospecting,153563.62,2024-04-27,2024-04-05,2024-04-15
006000458,001000194,Closed Won,146979.65,2026-06-20,2026-06-03,2026-06-10
006000459,001000058,Closed Won,261540.58,2024-06-20,2024-04-14,2024-06-02
006000460,001000129,Negotiation,129430.04,2023-12-05,2023-06-21,2023-09-03
006000461,001000117,Closed Won,449295.59,2026-08-12,2025-12-18,2026-08-02
006000462,001000176,Closed Lost,260335.97,2026-11-25,2026-05-11,2026-11-19
006000463,001000049,Qualification,680636.21,2026-04-26,2026-04-02,2026-04-09
006000464,001000058,Closed Won,102748.3,2026-01-19,2025-12-24,2026-01-11
006000465,001000130,Qualification,278110.63,2024-06-08,2023-11-14,2024-04-25
006000466,001000066,Closed Won,469235.41,2026-05-07,2026-03-29,2026-04-04
006000467,001000168,Closed Won,40935.12,2024-10-02,2024-02-17,2024-06-09
006000468,001000098,Prospecting,193290.03,2026-03-23,2025-12-20,2026-01-15
006000469,001000178,Closed Won,11931.89,2026-03-08,2026-01-01,2026-03-08
006000470,001000070,Negotiation,527041.13,2026-06-22,2026-04-15,2026-06-19
006000471,001000185,Negotiation,215616.54,2023-12-06,2023-03-12,2023-06-21
006000472,001000156,Qualification,200930.47,2025-04-06,2024-12-09,2025-01-23
006000473,001000181,Proposal,124478.33,2026-08-12,2025-11-16,2026-03-02
006000474,001000177,Closed Lost,251299.69,2023-01-02,2022-12-12,2023-01-02
006000475,001000023,Closed Lost,627247.96,2026-08-18,2026-05-19,2026-05-30
006000476,001000200,Negotiation,544054.89,2023-10-02,2023-05-09,2023-07-07
006000477,001000117,Closed Lost,225536.52,2026-06-06,2026-04-27,2026-05-03
006000478,001000045,Closed Won,639925.27,2026-02-28,2025-09-06,2025-12-24
006000479,001000190,Prospecting,639178.2,2025-09-27,2025-09-08,2025-09-12
006000480,001000170,Negotiation,249852.32,2026-10-02,2026-05-03,2026-05-26
006000481,001000096,Closed Won,141237.72,2025-07-30,2024-12-23,2025-04-18
006000482,001000070,Closed Won,518977.31,2026-12-31,2026-05-15,2026-10-28
006000483,001000043,Prospecting,523646.56,2023-07-08,2023-04-03,2023-04-16
006000484,001000107,Closed Lost,364592.76,2027-02-05,2026-06-11,2026-07-27
006000485,001000157,Proposal,272156.19,2025-03-17,2024-12-26,2025-02-25
006000486,001000125,Prospecting,311406.78,2023-08-18,2023-07-02,2023-07-18
006000487,001000168,Proposal,529903.29,2026-01-22,2025-09-15,2025-12-10
006000488,001000133,Negotiation,526932.24,2025-12-30,2025-05-08,2025-10-24
006000489,001000187,Qualification,262583.37,2026-11-25,2026-04-27,2026-06-04
006000490,001000143,Closed Won,461620.94,2023-12-10,2023-09-06,2023-11-09
006000491,001000121,Closed Won,652714.65,2027-03-16,2026-06-23,2026-12-04
006000492,001000062,Proposal,212227.06,2026-08-01,2026-03-25,2026-06-29
006000493,001000104,Closed Won,63728.79,2026-01-14,2025-05-15,2025-06-06
006000494,001000128,Proposal,93436.6,2025-07-13,2025-06-19,2025-06-22
006000495,001000104,Proposal,420062.6,2024-04-17,2024-02-16,2024-04-06
006000496,001000155,Closed Lost,479965.9,2026-08-03,2026-04-05,2026-06-27
006000497,001000172,Proposal,258936.38,2025-01-24,2024-09-17,2025-01-11
006000498,001000085,Negotiation,466719.69,2026-07-29,2026-01-09,2026-07-11
006000499,001000116,Prospecting,570693.36,2025-03-30,2025-03-14,2025-03-24
006000500,001000091,Closed Won,723503.09,2026-01-16,2025-06-24,2025-12-20
006000501,001000028,Prospecting,127295.75,2026-12-04,2026-04-24,2026-05-21
006000502,001000066,Negotiation,144719.83,2025-06-15,2025-02-10,2025-04-09
006000503,001000049,Closed Won,85285.48,2026-05-16,2026-04-08,2026-05-15
006000504,001000032,Closed Won,340625.92,2025-12-20,2025-09-28,2025-11-30
006000505,001000002,Negotiation,41185.85,2025-04-24,2024-08-05,2025-04-22
006000506,001000200,Closed Lost,137015.82,2026-04-23,2026-01-10,2026-04-13
006000507,001000033,Prospecting,494853.75,2026-04-15,2025-10-18,2026-02-24
006000508,001000099,Proposal,458700.3,2026-10-27,2026-06-07,2026-08-16
006000509,001000102,Closed Lost,728016.28,2026-06-28,2026-04-06,2026-04-23
006000510,001000106,Negotiation,665395.46,2026-07-14,2026-01-27,2026-06-16
006000511,001000081,Closed Won,701956.5,2026-08-19,2026-04-15,2026-05-10
006000512,001000054,Negotiation,221481.72,2025-07-13,2025-04-22,2025-05-14
006000513,001000129,Negotiation,479473.69,2024-05-24,2023-11-11,2024-04-02
006000514,001000123,Negotiation,707291.87,2026-11-23,2026-04-09,2026-09-28
006000515,001000192,Closed Won,402757.59,2025-07-27,2025-07-06,2025-07-22
006000516,001000028,Prospecting,113268.4,2026-08-13,2026-07-01,2026-07-13
006000517,001000069,Closed Won,124896.87,2025-10-10,2025-05-20,2025-06-26
006000518,001000016,Closed Won,224879.72,2026-03-05,2026-02-02,2026-02-24
006000519,001000116,Prospecting,651686.35,2026-07-04,2026-02-25,2026-06-04
006000520,001000061,Negotiation,598641.07,2026-11-21,2026-06-12,2026-06-24
006000521,001000098,Proposal,717742.97,2026-05-10,2025-11-16,2026-04-06
006000522,001000014,Prospecting,192249.14,2026-04-26,2025-08-28,2026-03-28
006000523,001000058,Closed Lost,529948.66,2026-04-18,2025-09-27,2026-04-08
006000524,001000151,Negotiation,454523.3,2025-11-26,2025-06-14,2025-10-06
006000525,001000046,Closed Lost,60479.4,2023-06-18,2023-04-03,2023-05-21
006000526,001000011,Proposal,419665.97,2024-08-15,2024-05-10,2024-07-23
006000527,001000066,Prospecting,352416.85,2023-11-16,2023-10-12,2023-10-21
006000528,001000083,Negotiation,581377.41,2026-06-18,2025-09-25,2026-03-27
006000529,001000019,Closed Won,241804.96,2023-10-18,2023-07-01,2023-09-05
006000530,001000018,Closed Won,123731.02,2026-11-18,2026-04-11,2026-05-04
006000531,001000090,Qualification,163948.59,2026-10-08,2026-04-07,2026-07-08
006000532,001000076,Qualification,565728.49,2026-01-27,2025-05-14,2025-05-18
006000533,001000030,Closed Won,337022.1,2026-11-03,2026-06-17,2026-06-27
006000534,001000175,Closed Won,289122.59,2023-06-02,2022-11-02,2023-01-06
006000535,001000139,Closed Won,23405.77,2026-10-08,2026-03-16,2026-07-25
006000536,001000131,Proposal,37669.49,2026-09-26,2026-06-05,2026-07-16
006000537,001000132,Prospecting,76487.54,2026-07-07,2026-06-19,2026-06-21
006000538,001000054,Closed Won,581318.79,2025-12-07,2025-09-30,2025-10-26
006000539,001000138,Closed Won,659584.74,2025-11-03,2025-09-13,2025-10-30
006000540,001000176,Qualification,347122.8,2026-05-25,2026-04-21,2026-04-26
006000541,001000019,Prospecting,596690.02,2025-07-13,2025-05-23,2025-06-28
006000542,001000059,Closed Lost,308686.42,2025-08-27,2025-01-17,2025-05-07
006000543,001000081,Prospecting,506607.56,2026-03-14,2026-02-24,2026-02-26
006000544,001000194,Closed Won,38910.06,2026-08-16,2026-06-25,2026-07-17
006000545,001000129,Prospecting,591234.46,2025-01-24,2024-11-26,2024-12-14
006000546,001000196,Closed Lost,289153.11,2025-11-12,2025-10-13,2025-10-28
006000547,001000041,Negotiation,106604.19,2026-08-29,2026-03-16,2026-08-25
006000548,001000037,Qualification,665798.7,2026-12-25,2026-06-02,2026-06-04
006000549,001000142,Closed Won,110323.53,2025-12-09,2025-11-22,2025-12-04
006000550,001000138,Negotiation,68419.51,2025-08-05,2025-01-26,2025-03-21
006000551,001000106,Closed Lost,639336.84,2025-04-20,2025-01-13,2025-02-05
006000552,001000057,Negotiation,193292.62,2025-07-22,2025-04-06,2025-06-30
006000553,001000146,Closed Won,639283.85,2026-09-11,2026-01-03,2026-06-17
006000554,001000141,Prospecting,505405.51,2025-12-22,2025-10-18,2025-11-12
006000555,001000186,Negotiation,713897.23,2025-11-16,2025-08-28,2025-09-27
006000556,001000026,Qualification,57007.62,2023-09-05,2023-03-12,2023-07-14
006000557,001000116,Proposal,496269.58,2026-06-21,2026-03-20,2026-05-31
006000558,001000146,Proposal,240668.2,2025-08-10,2025-05-01,2025-05-01
006000559,001000081,Qualification,170036.65,2027-02-02,2026-06-09,2026-08-18
006000560,001000093,Prospecting,551064.73,2025-10-23,2025-02-14,2025-06-08
006000561,001000092,Closed Won,367793.68,2026-08-30,2026-05-18,2026-08-08
006000562,001000156,Prospecting,214058.88,2023-02-08,2022-10-16,2022-11-18
006000563,001000188,Closed Won,61964.47,2026-07-19,2026-06-25,2026-07-11
006000564,001000162,Prospecting,438508.42,2026-08-21,2026-04-20,2026-08-14
006000565,001000010,Negotiation,409884.65,2026-05-06,2025-08-23,2025-11-07
006000566,001000094,Proposal,669120.97,2026-01-26,2025-11-04,2026-01-02
006000567,001000129,Negotiation,300604.94,2026-01-31,2026-01-11,2026-01-18
006000568,001000158,Closed Won,569118.52,2023-09-28,2023-01-28,2023-03-09
006000569,001000046,Negotiation,426530.34,2023-10-26,2023-02-06,2023-08-08
006000570,001000011,Qualification,368293.4,2024-07-30,2024-03-02,2024-06-04
006000571,001000060,Prospecting,159046.69,2027-01-13,2026-06-14,2026-10-12
006000572,001000117,Closed Won,34729.0,2026-02-09,2025-12-04,2026-02-08
006000573,001000163,Closed Won,626979.84,2025-09-02,2025-05-21,2025-07-08
006000574,001000168,Proposal,442820.72,2026-06-21,2026-04-28,2026-05-31
006000575,001000065,Proposal,680895.61,2026-01-29,2025-06-21,2025-09-19
006000576,001000089,Proposal,364172.02,2026-04-20,2026-04-02,2026-04-18
006000577,001000036,Proposal,176343.12,2026-02-26,2025-09-21,2025-11-14
006000578,001000039,Qualification,274856.09,2025-09-13,2025-05-04,2025-08-18
006000579,001000085,Closed Won,363729.9,2026-10-08,2026-01-21,2026-05-08
006000580,001000152,Qualification,625856.92,2025-03-14,2024-10-26,2024-11-06
006000581,001000033,Negotiation,125041.21,2026-01-09,2025-12-05,2025-12-14
006000582,001000015,Qualification,692222.92,2026-07-06,2025-11-26,2026-04-28
006000583,001000145,Negotiation,659489.19,2025-01-03,2024-11-06,2024-11-19
006000584,001000115,Negotiation,356203.02,2025-12-26,2025-09-15,2025-10-13
006000585,001000106,Negotiation,596988.97,2025-07-23,2025-02-23,2025-04-06
006000586,001000186,Closed Won,692152.2,2024-05-26,2024-01-15,2024-04-20
006000587,001000099,Prospecting,17339.16,2026-12-31,2026-05-16,2026-12-13
006000588,001000039,Negotiation,137179.53,2025-04-27,2025-02-11,2025-02-22
006000589,001000124,Closed Won,676978.64,2026-05-30,2026-05-15,2026-05-28
006000590,001000134,Proposal,656744.1,2026-08-24,2026-01-02,2026-03-01
006000591,001000124,Closed Won,289021.19,2026-07-31,2026-05-27,2026-07-20
006000592,001000035,Qualification,575564.87,2025-09-11,2025-04-04,2025-09-04
006000593,001000140,Proposal,145820.66,2023-06-06,2023-03-23,2023-05-28
006000594,001000002,Proposal,158036.93,2024-07-20,2023-12-09,2024-03-10
006000595,001000028,Qualification,490424.07,2026-10-04,2026-05-09,2026-09-23
006000596,001000109,Negotiation,460851.1,2026-08-21,2026-04-24,2026-06-15
006000597,001000142,Closed Won,364438.48,2026-11-03,2026-02-14,2026-06-23
006000598,001000079,Negotiation,581774.89,2026-07-08,2026-04-14,2026-07-07
006000599,001000031,Closed Won,337713.18,2025-07-14,2025-05-09,2025-06-05
006000600,001000131,Proposal,257136.2,2026-06-20,2026-05-10,2026-05-20
006000601,001000100,Closed Lost,8941.52,2024-04-13,2024-01-15,2024-03-15
006000602,001000154,Proposal,52739.94,2025-12-16,2025-05-26,2025-06-15
006000603,001000156,Prospecting,291322.88,2024-09-10,2024-04-02,2024-09-01
006000604,001000015,Closed Lost,616070.41,2026-10-23,2026-01-28,2026-09-09
006000605,001000003,Qualification,494378.75,2026-06-18,2026-01-08,2026-02-26
006000606,001000009,Closed Won,385358.15,2026-04-23,2026-01-12,2026-04-08
006000607,001000010,Proposal,492989.24,2024-09-25,2024-07-28,2024-08-14
006000608,001000200,Proposal,503898.22,2025-05-18,2025-01-21,2025-03-28
006000609,001000004,Closed Won,56119.79,2024-07-02,2024-01-24,2024-06-15
006000610,001000150,Proposal,722649.31,2026-07-06,2026-02-26,2026-04-16
006000611,001000117,Closed Lost,433305.51,2026-01-13,2025-10-01,2025-11-22
006000612,001000130,Prospecting,58927.55,2025-10-29,2025-04-23,2025-05-22
006000613,001000132,Closed Lost,657704.22,2026-08-20,2026-03-30,2026-07-21
006000614,001000097,Negotiation,578625.56,2026-12-29,2026-06-24,2026-10-19
006000615,001000175,Proposal,442185.76,2023-01-26,2022-05-10,2022-07-08
006000616,001000067,Prospecting,477078.04,2024-11-03,2024-06-24,2024-09-12
006000617,001000106,Closed Lost,389795.64,2025-01-26,2024-08-30,2024-11-01
006000618,001000074,Prospecting,506904.95,2025-12-21,2025-10-29,2025-12-03
006000619,001000046,Proposal,268385.76,2025-11-29,2025-06-30,2025-08-15
006000620,001000192,Closed Won,682895.96,2026-01-17,2025-09-22,2025-10-22
006000621,001000189,Qualification,202727.0,2024-09-03,2024-05-08,2024-08-22
006000622,001000064,Closed Won,270240.39,2026-06-01,2026-03-24,2026-04-08
006000623,001000021,Closed Won,499250.94,2025-07-22,2025-07-04,2025-07-21
006000624,001000011,Closed Won,281541.42,2025-08-09,2024-11-15,2025-04-04
006000625,001000126,Qualification,574375.43,2026-04-02,2025-10-26,2026-02-04
006000626,001000057,Closed Won,100543.23,2026-06-22,2025-11-03,2026-03-05
006000627,001000139,Prospecting,263730.28,2026-09-23,2026-06-11,2026-08-08
006000628,001000031,Closed Won,347752.59,2024-12-24,2024-12-03,2024-12-24
006000629,001000054,Proposal,80057.13,2025-10-19,2025-05-25,2025-07-11
006000630,001000141,Qualification,205709.13,2026-08-11,2026-01-21,2026-03-09
006000631,001000128,Proposal,317224.24,2025-04-25,2024-10-06,2025-01-16
006000632,001000072,Proposal,430700.24,2026-03-28,2025-11-16,2025-12-11
006000633,001000185,Qualification,180674.85,2025-08-06,2025-01-08,2025-02-27
006000634,001000038,Closed Won,555213.8,2025-08-20,2025-08-01,2025-08-06
006000635,001000108,Proposal,746693.52,2026-02-17,2025-08-25,2025-12-27
006000636,001000077,Qualification,644583.98,2024-07-19,2023-12-14,2024-01-08
006000637,001000177,Qualification,165523.16,2025-01-23,2024-05-10,2024-06-28
006000638,001000116,Closed Won,198528.0,2025-12-26,2025-08-02,2025-10-29
006000639,001000006,Proposal,266562.41,2026-09-02,2026-05-09,2026-07-21
006000640,001000148,Negotiation,406136.5,2024-07-31,2024-01-17,2024-04-09
006000641,001000173,Negotiation,582184.55,2026-01-13,2025-11-19,2025-12-13
006000642,001000158,Qualification,475625.58,2023-05-17,2023-02-06,2023-04-28
006000643,001000087,Proposal,461171.05,2025-10-10,2025-08-20,2025-08-25
006000644,001000042,Proposal,238544.14,2026-07-23,2026-02-09,2026-04-18
006000645,001000155,Negotiation,207079.84,2025-07-23,2025-01-04,2025-07-14
006000646,001000151,Negotiation,340465.05,2025-09-04,2025-05-18,2025-09-04
006000647,001000006,Prospecting,179797.26,2024-02-08,2023-12-15,2023-12-28
006000648,001000043,Proposal,76187.52,2025-09-10,2025-07-30,2025-07-31
006000649,001000198,Proposal,574922.3,2026-02-01,2025-11-25,2025-12-28
006000650,001000159,Qualification,492850.34,2026-08-30,2026-03-10,2026-05-07
006000651,001000064,Closed Won,335154.52,2024-08-15,2024-05-25,2024-07-31
006000652,001000044,Prospecting,499344.11,2026-02-17,2025-06-04,2026-01-29
006000653,001000139,Closed Lost,413666.23,2025-12-16,2025-09-02,2025-11-16
006000654,001000153,Proposal,562939.14,2026-11-28,2026-04-05,2026-08-17
006000655,001000164,Negotiation,235697.69,2026-07-24,2025-11-05,2026-03-01
006000656,001000023,Proposal,277508.57,2026-06-22,2026-03-20,2026-04-27
006000657,001000003,Prospecting,612457.94,2024-05-27,2023-11-18,2024-01-30
006000658,001000121,Negotiation,517388.62,2027-03-15,2026-06-29,2026-11-29
006000659,001000003,Closed Won,599483.76,2026-10-29,2026-06-18,2026-06-19
006000660,001000141,Proposal,311743.22,2026-11-30,2026-04-27,2026-06-29
006000661,001000042,Closed Won,486263.15,2025-09-08,2025-05-04,2025-07-10
006000662,001000021,Proposal,183473.55,2026-10-09,2026-05-08,2026-07-19
006000663,001000167,Closed Won,607562.44,2026-06-25,2026-03-06,2026-06-23
006000664,001000018,Qualification,220748.5,2026-06-16,2025-10-13,2025-12-21
006000665,001000180,Negotiation,144903.13,2022-10-20,2022-07-20,2022-07-26
006000666,001000137,Prospecting,729387.79,2026-10-20,2026-05-21,2026-06-22
006000667,001000184,Proposal,11112.05,2024-02-28,2023-11-28,2023-11-29
006000668,001000127,Qualification,318081.06,2027-03-26,2026-06-29,2027-01-05
006000669,001000119,Closed Won,28644.16,2025-01-27,2024-10-30,2024-11-06
006000670,001000069,Closed Won,58181.6,2026-03-11,2025-11-24,2025-12-18
006000671,001000065,Closed Won,622047.78,2023-08-25,2023-04-05,2023-07-12
006000672,001000198,Closed Lost,189135.83,2026-02-24,2025-10-31,2025-12-28
006000673,001000189,Closed Won,393248.64,2024-12-08,2024-03-26,2024-10-11
006000674,001000175,Closed Lost,702480.36,2023-03-10,2023-02-02,2023-03-09
006000675,001000134,Prospecting,363516.05,2025-01-09,2024-09-15,2024-10-31
006000676,001000014,Closed Won,167252.25,2023-03-08,2022-10-24,2023-02-12
006000677,001000084,Prospecting,596820.85,2025-08-02,2025-05-18,2025-07-07
006000678,001000063,Prospecting,36285.06,2026-09-08,2026-06-06,2026-07-23
006000679,001000198,Prospecting,122485.35,2026-06-05,2025-11-29,2026-05-08
006000680,001000016,Prospecting,485208.3,2026-04-07,2026-01-28,2026-02-13
006000681,001000125,Qualification,736348.4,2025-11-04,2025-03-10,2025-09-13
006000682,001000050,Prospecting,286437.86,2026-05-02,2025-12-10,2025-12-20
006000683,001000125,Closed Won,421473.47,2027-01-04,2026-04-14,2026-07-20
006000684,001000146,Qualification,264010.19,2025-12-24,2025-07-22,2025-12-22
006000685,001000142,Qualification,400697.39,2026-08-20,2026-03-07,2026-05-13
006000686,001000139,Proposal,5536.27,2026-12-12,2026-05-17,2026-11-20
006000687,001000048,Closed Won,466702.28,2025-02-01,2024-09-17,2024-12-08
006000688,001000185,Prospecting,725536.55,2025-01-28,2024-10-08,2024-12-14
006000689,001000175,Proposal,415843.52,2026-01-27,2025-08-21,2025-11-11
006000690,001000105,Negotiation,87295.78,2026-08-01,2026-06-13,2026-06-15
006000691,001000034,Qualification,28298.95,2023-09-20,2022-12-31,2023-04-08
006000692,001000026,Prospecting,483104.99,2025-01-04,2024-04-14,2024-08-23
006000693,001000013,Proposal,456435.45,2025-09-29,2025-09-08,2025-09-14
006000694,001000168,Proposal,667876.66,2024-09-21,2024-01-11,2024-08-03
006000695,001000164,Prospecting,420724.82,2026-07-01,2025-12-10,2026-07-01
006000696,001000182,Prospecting,464615.33,2026-07-29,2026-06-24,2026-06-28
006000697,001000078,Prospecting,165845.55,2026-06-12,2026-04-09,2026-04-21
006000698,001000186,Qualification,292071.66,2025-02-15,2024-09-26,2024-11-10
006000699,001000143,Closed Won,314312.53,2024-10-01,2024-03-17,2024-09-05
006000700,001000118,Closed Won,323170.87,2024-03-26,2023-12-17,2024-01-09
