transaction_id,account_code,level_code,version,period_date,amount
TXN0000450,EXP031,L10,Budget,2026-01-01,256815.31
TXN0000451,EXP030,L12,Actual,2025-01-01,257490.51
TXN0000452,EXP007,L02,Forecast,2025-07-01,125181.7
TXN0000453,EXP047,L07,Budget,2026-05-01,243478.97
TXN0000454,EXP021,L02,Forecast,2025-12-01,260775.46
TXN0000455,EXP058,L12,Forecast,2025-05-01,263589.15
TXN0000456,EXP036,L06,Budget,2025-10-01,331549.42
TXN0000457,EXP058,L12,Actual,2026-02-01,355138.52
TXN0000458,EXP003,L12,Budget,2026-02-01,137853.21
TXN0000459,EXP036,L06,Budget,2026-01-01,237023.83
TXN0000460,EXP023,L07,Forecast,2025-05-01,174789.94
TXN0000461,HC003,L08,Budget,2026-06-01,25.0
TXN0000462,EXP037,L01,Actual,2025-12-01,163956.13
TXN0000463,REV005,L03,Budget,2025-01-01,527524.95
TXN0000464,EXP052,L04,Actual,2025-04-01,269460.62
TXN0000465,EXP044,L03,Budget,2025-07-01,323278.52
TXN0000466,EXP021,L02,Forecast,2025-11-01,392228.7
TXN0000467,EXP049,L04,Budget,2025-09-01,337636.52
TXN0000468,EXP050,L10,Actual,2026-01-01,217504.3
TXN0000469,HC001,L04,Forecast,2025-10-01,55.0
TXN0000470,EXP033,L05,Actual,2025-02-01,342145.5
TXN0000471,EXP054,L07,Budget,2026-04-01,301428.47
TXN0000472,REV001,L04,Budget,2026-05-01,419110.92
TXN0000473,EXP026,L04,Actual,2025-03-01,399380.51
TXN0000474,EXP003,L12,Actual,2026-05-01,82419.35
TXN0000475,EXP001,L02,Forecast,2025-07-01,326096.87
TXN0000476,EXP022,L04,Budget,2025-02-01,378246.72
TXN0000477,EXP025,L08,Forecast,2025-02-01,245602.91
TXN0000478,HC003,L08,Budget,2025-10-01,41.0
TXN0000479,EXP039,L07,Budget,2025-11-01,23620.77
TXN0000480,EXP027,L02,Budget,2026-05-01,79968.01
TXN0000481,EXP038,L09,Actual,2026-02-01,251537.11
TXN0000482,REV004,L01,Forecast,2025-12-01,237434.16
TXN0000483,HC003,L08,Actual,2025-01-01,58.0
TXN0000484,EXP032,L01,Actual,2026-03-01,240336.61
TXN0000485,EXP026,L04,Budget,2025-02-01,286297.52
TXN0000486,EXP029,L08,Budget,2026-01-01,305660.61
TXN0000487,EXP027,L02,Forecast,2025-05-01,239332.18
TXN0000488,EXP023,L07,Budget,2026-06-01,319869.47
TXN0000489,EXP048,L04,Actual,2026-04-01,369285.9
TXN0000490,EXP060,L07,Budget,2025-06-01,227037.71
TXN0000491,EXP060,L07,Forecast,2025-03-01,308107.03
TXN0000492,HC002,L04,Budget,2026-01-01,60.0
TXN0000493,EXP034,L11,Forecast,2026-06-01,106594.03
TXN0000494,EXP008,L02,Budget,2025-07-01,182638.84
TXN0000495,EXP001,L02,Budget,2025-11-01,144435.82
TXN0000496,EXP060,L07,Budget,2025-07-01,139206.97
TXN0000497,EXP026,L04,Budget,2026-03-01,218784.8
TXN0000498,EXP001,L02,Actual,2025-01-01,83556.98
TXN0000499,EXP058,L12,Budget,2025-04-01,33280.64
TXN0000500,EXP006,L08,Budget,2026-01-01,46822.77
TXN0000501,EXP049,L04,Actual,2025-08-01,330416.61
TXN0000502,EXP043,L10,Actual,2025-05-01,188155.63
TXN0000503,EXP035,L07,Forecast,2025-12-01,151640.48
TXN0000504,EXP008,L02,Budget,2026-03-01,31585.74
TXN0000505,EXP043,L10,Forecast,2025-10-01,124225.1
TXN0000506,EXP038,L09,Budget,2025-06-01,346094.08
TXN0000507,EXP021,L02,Budget,2025-05-01,345920.88
TXN0000508,EXP019,L03,Forecast,2025-02-01,389285.27
TXN0000509,EXP002,L10,Actual,2025-09-01,115334.73
TXN0000510,REV004,L01,Budget,2026-03-01,224156.77
TXN0000511,HC002,L04,Budget,2026-01-01,31.0
TXN0000512,EXP035,L07,Budget,2025-05-01,362207.03
TXN0000513,EXP048,L04,Actual,2026-05-01,69786.64
TXN0000514,EXP007,L02,Budget,2025-01-01,333915.23
TXN0000515,EXP041,L06,Budget,2026-04-01,357917.96
TXN0000516,EXP038,L09,Forecast,2025-06-01,42730.51
TXN0000517,EXP008,L02,Actual,2026-05-01,372373.05
TXN0000518,EXP027,L02,Budget,2026-06-01,137374.75
TXN0000519,EXP054,L07,Actual,2026-03-01,95078.08
TXN0000520,EXP028,L12,Budget,2026-06-01,98725.7
TXN0000521,EXP003,L12,Forecast,2025-06-01,218317.68
TXN0000522,EXP021,L02,Actual,2025-01-01,136711.57
TXN0000523,EXP037,L01,Actual,2025-01-01,198144.78
TXN0000524,EXP045,L04,Forecast,2026-06-01,288234.81
TXN0000525,EXP028,L12,Actual,2025-04-01,182522.34
TXN0000526,EXP045,L04,Budget,2026-01-01,344639.81
TXN0000527,EXP032,L01,Budget,2026-01-01,208274.4
TXN0000528,EXP052,L04,Budget,2025-01-01,147304.35
TXN0000529,REV001,L04,Actual,2026-06-01,172085.06
TXN0000530,EXP043,L10,Budget,2025-06-01,91115.47
TXN0000531,EXP023,L07,Actual,2025-06-01,36303.27
TXN0000532,EXP026,L04,Forecast,2025-12-01,7903.2
TXN0000533,EXP022,L04,Forecast,2026-03-01,374949.39
TXN0000534,EXP044,L03,Actual,2026-01-01,228633.86
TXN0000535,EXP047,L07,Budget,2026-05-01,261218.07
TXN0000536,EXP060,L07,Budget,2025-03-01,392717.41
TXN0000537,EXP004,L10,Actual,2026-01-01,387628.78
TXN0000538,EXP049,L04,Forecast,2025-02-01,223895.51
TXN0000539,EXP035,L07,Forecast,2025-09-01,95617.24
TXN0000540,EXP040,L10,Forecast,2026-06-01,116944.03
TXN0000541,EXP035,L07,Budget,2025-06-01,52495.88
TXN0000542,EXP059,L07,Budget,2025-11-01,319757.27
TXN0000543,EXP039,L07,Forecast,2025-08-01,265600.8
TXN0000544,EXP035,L07,Actual,2025-09-01,203929.77
TXN0000545,EXP019,L03,Forecast,2025-05-01,120658.63
TXN0000546,EXP039,L07,Actual,2026-05-01,222309.27
TXN0000547,REV005,L03,Forecast,2025-03-01,291031.04
TXN0000548,EXP029,L08,Forecast,2026-06-01,203998.89
TXN0000549,EXP052,L04,Budget,2026-03-01,38482.95
TXN0000550,EXP060,L07,Budget,2025-08-01,358288.03
TXN0000551,EXP026,L04,Actual,2026-01-01,192085.37
TXN0000552,EXP035,L07,Forecast,2025-06-01,12434.72
TXN0000553,EXP040,L10,Actual,2025-09-01,153418.42
TXN0000554,REV005,L03,Forecast,2025-03-01,661497.42
TXN0000555,EXP043,L10,Actual,2026-04-01,244951.91
TXN0000556,EXP032,L01,Actual,2026-06-01,61667.0
TXN0000557,EXP040,L10,Forecast,2026-02-01,203310.59
TXN0000558,EXP046,L06,Budget,2025-05-01,129406.28
TXN0000559,EXP037,L01,Budget,2026-04-01,397688.38
TXN0000560,REV003,L10,Forecast,2026-06-01,320515.78
TXN0000561,EXP034,L11,Budget,2026-01-01,258132.68
TXN0000562,EXP044,L03,Forecast,2025-08-01,148735.01
TXN0000563,EXP045,L04,Actual,2025-01-01,266100.9
TXN0000564,EXP056,L07,Actual,2026-01-01,153613.8
TXN0000565,EXP040,L10,Actual,2026-03-01,228539.01
TXN0000566,REV002,L09,Forecast,2025-04-01,192731.71
TXN0000567,EXP058,L12,Forecast,2025-06-01,311794.87
TXN0000568,EXP022,L04,Actual,2025-09-01,101979.88
TXN0000569,EXP060,L07,Forecast,2026-01-01,185352.95
TXN0000570,EXP026,L04,Budget,2025-05-01,142501.93
TXN0000571,EXP053,L08,Forecast,2025-10-01,75904.18
TXN0000572,HC001,L04,Forecast,2025-05-01,44.0
TXN0000573,EXP035,L07,Forecast,2025-09-01,316234.97
TXN0000574,EXP054,L07,Budget,2025-07-01,219380.47
TXN0000575,EXP058,L12,Forecast,2025-04-01,137394.06
TXN0000576,EXP006,L08,Actual,2025-03-01,274418.76
TXN0000577,EXP059,L07,Actual,2025-06-01,214150.02
TXN0000578,EXP022,L04,Forecast,2026-04-01,72803.63
TXN0000579,EXP022,L04,Actual,2025-06-01,387513.94
TXN0000580,EXP006,L08,Actual,2025-08-01,347597.05
TXN0000581,EXP010,L07,Actual,2026-05-01,243959.15
TXN0000582,EXP044,L03,Actual,2025-04-01,90974.36
TXN0000583,EXP033,L05,Budget,2026-06-01,284824.88
TXN0000584,EXP024,L10,Actual,2025-01-01,380748.09
TXN0000585,EXP032,L01,Forecast,2025-09-01,382591.07
TXN0000586,EXP055,L06,Forecast,2025-11-01,8221.7
TXN0000587,EXP021,L02,Actual,2025-10-01,330295.07
TXN0000588,EXP010,L07,Budget,2025-07-01,124034.5
TXN0000589,EXP040,L10,Budget,2026-05-01,330082.77
TXN0000590,REV005,L03,Budget,2026-04-01,559150.89
TXN0000591,EXP006,L08,Budget,2025-07-01,209573.95
TXN0000592,EXP046,L06,Actual,2025-08-01,109115.25
TXN0000593,REV003,L10,Budget,2025-12-01,228657.99
TXN0000594,EXP020,L04,Budget,2025-11-01,118872.7
TXN0000595,EXP002,L10,Actual,2025-11-01,82514.28
TXN0000596,EXP009,L04,Forecast,2025-06-01,147711.83
TXN0000597,EXP057,L08,Budget,2026-02-01,191390.54
TXN0000598,EXP055,L06,Forecast,2025-04-01,96783.24
TXN0000599,EXP028,L12,Actual,2025-11-01,20225.28
TXN0000600,EXP040,L10,Actual,2025-05-01,279456.12
TXN0000601,EXP042,L12,Budget,2025-10-01,380253.94
TXN0000602,EXP051,L01,Budget,2025-02-01,310980.82
TXN0000603,EXP007,L02,Actual,2026-01-01,247056.07
TXN0000604,EXP003,L12,Forecast,2026-05-01,190209.31
TXN0000605,REV004,L01,Forecast,2025-05-01,694100.08
TXN0000606,REV001,L04,Actual,2025-12-01,160309.51
TXN0000607,EXP055,L06,Forecast,2026-05-01,224006.32
TXN0000608,EXP050,L10,Actual,2026-01-01,66790.23
TXN0000609,EXP004,L10,Actual,2026-06-01,324020.96
TXN0000610,EXP052,L04,Actual,2026-02-01,25230.93
TXN0000611,EXP021,L02,Forecast,2026-05-01,167374.04
TXN0000612,EXP049,L04,Actual,2026-06-01,177996.19
TXN0000613,EXP020,L04,Budget,2025-05-01,198099.32
TXN0000614,EXP022,L04,Forecast,2025-11-01,393295.26
TXN0000615,EXP058,L12,Forecast,2025-09-01,217457.09
TXN0000616,EXP022,L04,Forecast,2026-02-01,385885.09
TXN0000617,EXP051,L01,Actual,2025-10-01,72754.49
TXN0000618,EXP004,L10,Actual,2025-04-01,387118.49
TXN0000619,EXP052,L04,Forecast,2026-02-01,394183.66
TXN0000620,REV002,L09,Budget,2025-01-01,800116.5
TXN0000621,REV003,L10,Budget,2025-10-01,366628.06
TXN0000622,EXP010,L07,Forecast,2025-08-01,30953.77
TXN0000623,HC001,L04,Budget,2025-04-01,52.0
TXN0000624,EXP021,L02,Actual,2025-03-01,84920.88
TXN0000625,EXP021,L02,Actual,2026-04-01,15448.14
TXN0000626,EXP009,L04,Forecast,2026-02-01,223107.33
TXN0000627,EXP007,L02,Forecast,2025-04-01,114995.97
TXN0000628,EXP019,L03,Forecast,2026-05-01,247529.61
TXN0000629,EXP025,L08,Forecast,2026-04-01,59340.81
TXN0000630,EXP055,L06,Forecast,2025-08-01,170382.79
TXN0000631,EXP058,L12,Forecast,2026-03-01,288305.59
TXN0000632,EXP019,L03,Forecast,2026-02-01,61582.46
TXN0000633,REV001,L04,Budget,2025-12-01,769068.76
TXN0000634,EXP048,L04,Forecast,2025-06-01,367857.96
TXN0000635,EXP019,L03,Budget,2025-03-01,211279.41
TXN0000636,EXP052,L04,Budget,2026-06-01,323476.2
TXN0000637,EXP002,L10,Forecast,2025-05-01,77788.64
TXN0000638,REV005,L03,Budget,2025-07-01,565592.35
TXN0000639,EXP057,L08,Forecast,2025-01-01,251510.96
TXN0000640,EXP040,L10,Budget,2025-02-01,152108.22
TXN0000641,REV001,L04,Budget,2026-05-01,258036.21
TXN0000642,HC002,L04,Actual,2025-06-01,14.0
TXN0000643,EXP046,L06,Forecast,2026-03-01,139312.83
TXN0000644,EXP035,L07,Budget,2026-04-01,162802.09
TXN0000645,EXP046,L06,Budget,2026-03-01,72422.58
TXN0000646,EXP007,L02,Actual,2026-04-01,186776.05
TXN0000647,HC002,L04,Forecast,2025-12-01,36.0
TXN0000648,EXP041,L06,Actual,2026-04-01,55995.32
TXN0000649,EXP005,L05,Forecast,2025-02-01,131522.83
TXN0000650,EXP040,L10,Budget,2026-05-01,327033.86
TXN0000651,EXP055,L06,Forecast,2026-03-01,154200.29
TXN0000652,EXP043,L10,Forecast,2025-08-01,292363.39
TXN0000653,EXP026,L04,Budget,2026-06-01,347874.08
TXN0000654,EXP046,L06,Actual,2025-04-01,258877.28
TXN0000655,EXP007,L02,Budget,2026-03-01,275618.17
TXN0000656,EXP008,L02,Actual,2025-07-01,370466.4
TXN0000657,EXP042,L12,Forecast,2025-06-01,382763.02
TXN0000658,EXP060,L07,Budget,2025-11-01,74352.12
TXN0000659,EXP005,L05,Forecast,2025-07-01,296915.84
TXN0000660,EXP057,L08,Budget,2025-04-01,293656.44
TXN0000661,EXP052,L04,Actual,2025-03-01,256862.29
TXN0000662,HC001,L04,Forecast,2026-06-01,10.0
TXN0000663,HC001,L04,Budget,2025-11-01,42.0
TXN0000664,EXP024,L10,Forecast,2025-08-01,316161.97
TXN0000665,EXP055,L06,Forecast,2025-07-01,129441.07
TXN0000666,EXP020,L04,Actual,2026-02-01,50618.31
TXN0000667,EXP047,L07,Forecast,2026-03-01,295371.74
TXN0000668,EXP057,L08,Actual,2025-08-01,66301.55
TXN0000669,EXP026,L04,Actual,2025-08-01,376875.54
TXN0000670,EXP037,L01,Actual,2025-09-01,346442.4
TXN0000671,EXP037,L01,Actual,2025-04-01,73823.27
TXN0000672,EXP029,L08,Forecast,2026-03-01,3069.86
TXN0000673,EXP037,L01,Budget,2026-03-01,29813.23
TXN0000674,REV004,L01,Actual,2025-08-01,616712.45
TXN0000675,EXP039,L07,Actual,2026-05-01,364444.07
TXN0000676,EXP047,L07,Budget,2025-07-01,197150.34
TXN0000677,EXP058,L12,Actual,2025-05-01,232672.27
TXN0000678,EXP036,L06,Forecast,2025-08-01,54005.99
TXN0000679,REV002,L09,Forecast,2025-04-01,164508.85
TXN0000680,EXP024,L10,Actual,2025-02-01,220095.83
TXN0000681,EXP007,L02,Budget,2025-02-01,107594.0
TXN0000682,EXP036,L06,Actual,2026-03-01,208412.35
TXN0000683,EXP033,L05,Forecast,2026-03-01,141026.54
TXN0000684,EXP009,L04,Forecast,2025-12-01,267604.47
TXN0000685,EXP023,L07,Budget,2025-08-01,255696.0
TXN0000686,EXP026,L04,Budget,2025-02-01,82394.09
TXN0000687,HC003,L08,Actual,2025-08-01,60.0
TXN0000688,EXP025,L08,Forecast,2025-03-01,326239.75
TXN0000689,EXP055,L06,Forecast,2025-11-01,45573.37
TXN0000690,REV005,L03,Actual,2025-06-01,860980.07
TXN0000691,EXP056,L07,Forecast,2025-03-01,11090.55
TXN0000692,EXP005,L05,Forecast,2025-06-01,312129.76
TXN0000693,EXP047,L07,Forecast,2025-12-01,266275.33
TXN0000694,EXP001,L02,Actual,2025-07-01,192231.56
TXN0000695,EXP042,L12,Forecast,2026-05-01,78754.81
TXN0000696,EXP040,L10,Budget,2025-01-01,231466.57
TXN0000697,EXP031,L10,Budget,2025-07-01,275335.86
TXN0000698,EXP032,L01,Budget,2025-04-01,59783.25
TXN0000699,REV004,L01,Forecast,2025-05-01,671992.11
TXN0000700,EXP003,L12,Budget,2025-06-01,48995.53
TXN0000701,EXP044,L03,Forecast,2026-03-01,165224.38
TXN0000702,EXP049,L04,Forecast,2025-05-01,23294.38
TXN0000703,EXP039,L07,Forecast,2025-03-01,48141.69
TXN0000704,EXP025,L08,Actual,2025-04-01,53541.99
TXN0000705,EXP007,L02,Budget,2025-04-01,247768.17
TXN0000706,REV003,L10,Actual,2025-05-01,664549.46
TXN0000707,EXP043,L10,Forecast,2026-05-01,304460.89
TXN0000708,EXP060,L07,Budget,2025-07-01,370342.23
TXN0000709,EXP048,L04,Forecast,2025-07-01,16735.16
TXN0000710,EXP037,L01,Budget,2026-02-01,153352.87
TXN0000711,EXP009,L04,Forecast,2025-01-01,264814.21
TXN0000712,EXP030,L12,Forecast,2025-10-01,311106.2
TXN0000713,EXP002,L10,Budget,2025-10-01,72102.59
TXN0000714,EXP001,L02,Actual,2025-01-01,316355.13
TXN0000715,EXP044,L03,Actual,2026-05-01,57963.26
TXN0000716,EXP022,L04,Budget,2025-11-01,392829.57
TXN0000717,EXP005,L05,Forecast,2025-10-01,151479.62
TXN0000718,REV002,L09,Forecast,2025-07-01,645531.84
TXN0000719,EXP024,L10,Actual,2026-01-01,336179.13
TXN0000720,REV005,L03,Forecast,2025-01-01,734557.83
TXN0000721,EXP009,L04,Forecast,2025-12-01,53024.93
TXN0000722,EXP045,L04,Forecast,2026-04-01,329750.47
TXN0000723,EXP050,L10,Budget,2025-08-01,387616.43
TXN0000724,EXP003,L12,Budget,2025-09-01,77921.06
TXN0000725,EXP060,L07,Actual,2026-06-01,132002.3
TXN0000726,EXP024,L10,Actual,2025-10-01,305503.71
TXN0000727,EXP004,L10,Budget,2025-01-01,105224.19
TXN0000728,REV005,L03,Forecast,2025-05-01,71798.72
TXN0000729,EXP031,L10,Budget,2026-02-01,50998.92
TXN0000730,EXP040,L10,Budget,2026-04-01,93861.1
TXN0000731,EXP032,L01,Actual,2025-02-01,68208.03
TXN0000732,EXP040,L10,Budget,2026-03-01,288098.71
TXN0000733,EXP001,L02,Actual,2026-02-01,345061.79
TXN0000734,REV002,L09,Actual,2025-08-01,160489.46
TXN0000735,EXP056,L07,Actual,2026-05-01,260737.52
TXN0000736,EXP058,L12,Budget,2025-11-01,129135.2
TXN0000737,EXP056,L07,Budget,2025-01-01,90291.09
TXN0000738,EXP046,L06,Actual,2025-02-01,101379.58
TXN0000739,EXP003,L12,Budget,2025-12-01,363376.24
TXN0000740,EXP026,L04,Actual,2026-03-01,148689.31
TXN0000741,EXP058,L12,Actual,2025-03-01,149613.43
TXN0000742,EXP038,L09,Forecast,2025-12-01,150043.98
TXN0000743,EXP028,L12,Budget,2025-08-01,102009.93
TXN0000744,EXP054,L07,Budget,2025-05-01,335034.54
TXN0000745,HC002,L04,Actual,2026-02-01,1.0
TXN0000746,EXP003,L12,Budget,2026-06-01,25640.59
TXN0000747,EXP003,L12,Forecast,2025-04-01,17414.7
TXN0000748,REV002,L09,Forecast,2026-02-01,520766.85
TXN0000749,EXP002,L10,Actual,2026-01-01,111915.66
TXN0000750,EXP001,L02,Actual,2025-06-01,170674.5
TXN0000751,REV003,L10,Forecast,2025-01-01,489324.14
TXN0000752,EXP052,L04,Forecast,2025-12-01,180208.96
TXN0000753,EXP005,L05,Forecast,2025-01-01,347636.17
TXN0000754,EXP002,L10,Actual,2025-02-01,186455.22
TXN0000755,EXP008,L02,Forecast,2025-02-01,164617.56
TXN0000756,EXP002,L10,Budget,2025-02-01,185854.57
TXN0000757,EXP010,L07,Actual,2025-03-01,387572.57
TXN0000758,EXP053,L08,Actual,2025-12-01,388047.77
TXN0000759,HC003,L08,Actual,2025-10-01,13.0
TXN0000760,EXP052,L04,Actual,2025-06-01,47453.93
TXN0000761,EXP008,L02,Budget,2025-01-01,226922.22
TXN0000762,EXP007,L02,Actual,2026-06-01,344043.01
TXN0000763,EXP044,L03,Actual,2026-03-01,171511.54
TXN0000764,EXP028,L12,Forecast,2025-09-01,199477.31
TXN0000765,EXP009,L04,Budget,2026-06-01,4175.74
TXN0000766,EXP008,L02,Forecast,2025-07-01,243571.15
TXN0000767,EXP006,L08,Actual,2025-09-01,335655.62
TXN0000768,EXP057,L08,Actual,2026-02-01,329630.84
TXN0000769,EXP001,L02,Actual,2025-03-01,210797.13
TXN0000770,EXP054,L07,Budget,2026-04-01,9554.28
TXN0000771,REV004,L01,Actual,2026-01-01,402583.42
TXN0000772,EXP002,L10,Actual,2025-11-01,251481.38
TXN0000773,REV002,L09,Budget,2025-04-01,92990.92
TXN0000774,EXP038,L09,Actual,2026-03-01,51480.72
TXN0000775,HC002,L04,Budget,2025-01-01,48.0
TXN0000776,EXP042,L12,Actual,2025-08-01,218463.44
TXN0000777,EXP036,L06,Budget,2025-09-01,230519.2
TXN0000778,EXP021,L02,Budget,2025-03-01,128033.03
TXN0000779,EXP007,L02,Budget,2025-09-01,245002.24
TXN0000780,EXP033,L05,Budget,2025-10-01,259340.46
TXN0000781,EXP039,L07,Actual,2026-01-01,313763.69
TXN0000782,EXP034,L11,Actual,2025-08-01,259914.71
TXN0000783,EXP008,L02,Actual,2026-03-01,274691.97
TXN0000784,EXP053,L08,Actual,2026-01-01,241988.82
TXN0000785,EXP048,L04,Actual,2025-04-01,165533.11
TXN0000786,EXP025,L08,Budget,2025-05-01,88080.87
TXN0000787,EXP019,L03,Budget,2026-04-01,192996.97
TXN0000788,HC003,L08,Budget,2025-08-01,54.0
TXN0000789,EXP007,L02,Actual,2026-02-01,74840.1
TXN0000790,EXP048,L04,Forecast,2026-05-01,268553.14
TXN0000791,EXP039,L07,Actual,2025-04-01,398276.89
TXN0000792,EXP029,L08,Budget,2025-03-01,285171.78
TXN0000793,EXP059,L07,Actual,2025-06-01,353603.15
TXN0000794,EXP055,L06,Forecast,2025-05-01,12470.17
TXN0000795,EXP030,L12,Budget,2026-05-01,185375.23
TXN0000796,EXP058,L12,Forecast,2025-06-01,44065.09
TXN0000797,EXP027,L02,Budget,2025-06-01,264980.87
TXN0000798,EXP043,L10,Budget,2025-09-01,39841.06
TXN0000799,EXP060,L07,Forecast,2025-03-01,95613.87
TXN0000800,EXP044,L03,Forecast,2026-05-01,238998.63
TXN0000801,EXP057,L08,Forecast,2026-03-01,360531.32
TXN0000802,EXP058,L12,Budget,2025-03-01,390452.5
TXN0000803,REV002,L09,Forecast,2026-06-01,478102.09
TXN0000804,EXP038,L09,Actual,2026-05-01,14153.24
TXN0000805,EXP053,L08,Budget,2026-06-01,371374.15
TXN0000806,EXP058,L12,Actual,2025-10-01,214971.37
TXN0000807,EXP006,L08,Budget,2026-03-01,378827.65
TXN0000808,EXP057,L08,Actual,2026-05-01,206231.85
TXN0000809,EXP060,L07,Budget,2026-03-01,389062.62
TXN0000810,EXP024,L10,Actual,2025-01-01,216561.7
TXN0000811,REV004,L01,Budget,2025-09-01,509080.73
TXN0000812,EXP027,L02,Actual,2025-11-01,190363.55
TXN0000813,EXP001,L02,Budget,2025-07-01,153339.46
TXN0000814,EXP001,L02,Actual,2026-01-01,38418.48
TXN0000815,EXP042,L12,Forecast,2025-03-01,373791.17
TXN0000816,EXP033,L05,Actual,2025-09-01,317002.39
TXN0000817,EXP039,L07,Forecast,2026-02-01,224756.19
TXN0000818,EXP033,L05,Budget,2026-03-01,291029.77
TXN0000819,EXP026,L04,Forecast,2026-04-01,266504.2
TXN0000820,REV004,L01,Actual,2025-02-01,550515.43
TXN0000821,EXP010,L07,Forecast,2025-04-01,104943.27
TXN0000822,EXP051,L01,Budget,2026-02-01,46772.21
TXN0000823,EXP028,L12,Budget,2026-04-01,360035.62
TXN0000824,EXP042,L12,Budget,2025-06-01,196027.7
TXN0000825,EXP044,L03,Forecast,2026-06-01,224158.67
TXN0000826,EXP022,L04,Forecast,2026-01-01,142908.95
TXN0000827,EXP050,L10,Actual,2026-01-01,74326.65
TXN0000828,EXP041,L06,Budget,2026-02-01,281400.39
TXN0000829,EXP019,L03,Forecast,2026-01-01,154724.81
TXN0000830,HC001,L04,Forecast,2025-09-01,60.0
TXN0000831,EXP040,L10,Actual,2025-01-01,107726.59
TXN0000832,EXP033,L05,Actual,2025-05-01,27774.45
TXN0000833,REV001,L04,Budget,2026-06-01,337315.22
TXN0000834,EXP025,L08,Budget,2025-06-01,392528.06
TXN0000835,EXP023,L07,Forecast,2025-08-01,330556.88
TXN0000836,EXP027,L02,Actual,2026-06-01,219591.34
TXN0000837,REV001,L04,Forecast,2025-08-01,276030.49
TXN0000838,EXP026,L04,Forecast,2026-05-01,92724.92
TXN0000839,REV003,L10,Actual,2025-05-01,887260.57
TXN0000840,EXP026,L04,Actual,2025-05-01,396256.89
TXN0000841,EXP049,L04,Forecast,2026-03-01,241573.1
TXN0000842,REV005,L03,Actual,2025-01-01,579753.2
TXN0000843,REV005,L03,Budget,2025-10-01,112775.09
TXN0000844,EXP054,L07,Budget,2025-08-01,144383.35
TXN0000845,EXP049,L04,Forecast,2025-06-01,399434.44
TXN0000846,EXP056,L07,Budget,2026-02-01,44968.26
TXN0000847,EXP009,L04,Actual,2026-02-01,357988.1
TXN0000848,EXP022,L04,Budget,2025-08-01,19428.76
TXN0000849,HC002,L04,Actual,2026-06-01,33.0
TXN0000850,EXP002,L10,Actual,2025-11-01,312344.02
TXN0000851,EXP045,L04,Budget,2025-06-01,145405.84
TXN0000852,HC003,L08,Actual,2026-04-01,10.0
TXN0000853,HC002,L04,Budget,2025-04-01,28.0
TXN0000854,EXP021,L02,Forecast,2025-02-01,349470.68
TXN0000855,EXP045,L04,Actual,2025-09-01,13245.47
TXN0000856,EXP037,L01,Actual,2026-01-01,338360.92
TXN0000857,EXP031,L10,Forecast,2026-04-01,358837.13
TXN0000858,EXP060,L07,Forecast,2025-03-01,309415.15
TXN0000859,EXP004,L10,Forecast,2025-09-01,238629.78
TXN0000860,EXP037,L01,Forecast,2025-02-01,219588.34
TXN0000861,EXP059,L07,Forecast,2025-01-01,346786.9
TXN0000862,EXP030,L12,Forecast,2025-05-01,40565.45
TXN0000863,EXP001,L02,Actual,2025-09-01,166652.39
TXN0000864,EXP055,L06,Budget,2025-08-01,336214.38
TXN0000865,EXP040,L10,Budget,2026-01-01,251382.86
TXN0000866,HC002,L04,Forecast,2026-02-01,40.0
TXN0000867,EXP043,L10,Forecast,2025-08-01,280154.54
TXN0000868,EXP038,L09,Actual,2026-06-01,177257.96
TXN0000869,EXP060,L07,Forecast,2026-01-01,227754.12
TXN0000870,EXP045,L04,Budget,2025-11-01,137433.43
TXN0000871,HC002,L04,Actual,2025-02-01,8.0
TXN0000872,EXP003,L12,Forecast,2025-05-01,289507.87
TXN0000873,EXP044,L03,Budget,2025-02-01,338237.76
TXN0000874,EXP050,L10,Actual,2025-12-01,100065.81
TXN0000875,EXP060,L07,Actual,2025-02-01,141801.9
TXN0000876,REV005,L03,Actual,2025-03-01,409109.84
TXN0000877,EXP047,L07,Budget,2025-08-01,333344.56
TXN0000878,EXP035,L07,Forecast,2026-01-01,84442.33
TXN0000879,EXP021,L02,Budget,2026-02-01,390393.96
TXN0000880,EXP042,L12,Budget,2025-04-01,206837.78
TXN0000881,HC002,L04,Actual,2025-12-01,39.0
TXN0000882,REV004,L01,Actual,2026-04-01,56526.58
TXN0000883,REV002,L09,Forecast,2025-10-01,735944.53
TXN0000884,EXP020,L04,Forecast,2025-09-01,73213.16
TXN0000885,EXP019,L03,Actual,2026-01-01,273598.55
TXN0000886,HC003,L08,Forecast,2026-06-01,40.0
TXN0000887,EXP028,L12,Actual,2026-04-01,165363.2
TXN0000888,EXP021,L02,Actual,2025-09-01,66408.05
TXN0000889,EXP053,L08,Actual,2025-11-01,170589.09
TXN0000890,EXP024,L10,Actual,2026-03-01,137286.86
TXN0000891,EXP058,L12,Budget,2026-03-01,313441.7
TXN0000892,EXP020,L04,Actual,2025-08-01,78530.43
TXN0000893,EXP033,L05,Forecast,2025-01-01,171210.28
TXN0000894,HC001,L04,Actual,2025-09-01,52.0
TXN0000895,EXP026,L04,Actual,2025-05-01,342006.71
TXN0000896,EXP007,L02,Actual,2025-11-01,280838.17
TXN0000897,REV004,L01,Budget,2026-01-01,587730.41
TXN0000898,EXP039,L07,Forecast,2025-12-01,93103.04
